"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"4597","YMR279C",216.294781527538,-0.154297160335461,0.0810950350451279,-1.90267086326058,0.0570835061418074,0.127063953411226
"4598","YMR280C",165.657660917007,-0.50722493776186,0.0791309100698233,-6.40994697665295,1.45570255439434e-10,2.18527859765121e-09
"4599","YMR281W",586.664074782492,0.0231796591533719,0.0604589843694706,0.383394782348953,0.701427071416298,0.802372787544646
"4600","YMR282C",562.581127644119,-0.0649179710519839,0.0520378640322274,-1.24751413724014,0.212209039830873,0.343716814756894
"4601","YMR283C",522.327194762595,0.206511871456317,0.0482310354695239,4.28172170565999,1.85452825611673e-05,0.000121619425491713
"4602","YMR284W",420.942097712677,0.128809927657468,0.0512344807910957,2.51412575415139,0.0119327875950689,0.0363084579321621
"4603","YMR285C",1381.49690159532,-0.021772783070281,0.0326414408498714,-0.667028859737567,0.504753699326036,0.641575980182672
"4604","YMR286W",1093.64258195114,0.00225055875711687,0.0524724830088904,0.0428902660607001,0.965789008169981,0.979640146208658
"4605","YMR287C",566.733748501593,-0.10276122309606,0.0516978969566826,-1.98772540364966,0.046842067764378,0.108578301971216
"4606","YMR288W",766.02456077118,-0.0253691711303559,0.038593268901829,-0.657347041394402,0.510957795470309,0.647254076045673
"4607","YMR289W",1308.18659476446,0.0458071253280494,0.0497433325395646,0.920869652060718,0.35711848469757,0.503746339378845
"4608","YMR290C",6568.44284364584,0.0701424273150977,0.0223865377247848,3.13324142292182,0.00172887175050911,0.00702527423956074
"4609","YMR291W",1101.48689131663,-0.189354176747407,0.0850067046947251,-2.22752049297068,0.0259125077535176,0.068086162015153
"4610","YMR292W",1627.69817920234,0.0676188507209191,0.0433627589518584,1.55937611801846,0.11890738536278,0.22253420569371
"4611","YMR293C",354.038065551698,0.0524939440029769,0.056934454468494,0.922006621351324,0.356525121905121,0.503592467601762
